sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-26.78483709,149,-76.67473645,758,-273.9421942,6078.04311,-783.1702184,0.130050722,0.006615512,-382.0203126,hematopoietic_specific_liquorice_hg38,lung_cancer,0.99,(-681.4881485018702;-269.37044730366483),n.s.,-0.46,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-17.72850267,149.3984872,-84.18974554,757,-53.71966389,6078.018137,-839.2848445,0.095235194,9.02E-04,-159.1404436,hematopoietic_specific_liquorice_hg38,lung_cancer,3.37,(-681.4881485018702;-269.37044730366483),Significantly weaker coverage drop,-1.38,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-21.97094741,149,-165.8599395,758,-252.8692652,6078.014489,-834.613869,0.162717607,0.007879171,-445.4057595,hematopoietic_specific_liquorice_hg38,lung_cancer,0.32,(-681.4881485018702;-269.37044730366483),n.s.,0.39,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-24.71727818,149,-78.50019865,757.9999952,-215.6251378,6078,-768.1506865,0.121648028,0.005254765,-323.2166862,hematopoietic_specific_liquorice_hg38,lung_cancer,1.62,(-681.4881485018702;-269.37044730366483),n.s.,-0.68,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-12.00538674,149,-154.3357945,758,-184.7120777,6078.027948,-770.71411,0.125496247,0.005937197,-354.160035,hematopoietic_specific_liquorice_hg38,lung_cancer,1.29,(-681.4881485018702;-269.37044730366483),n.s.,-0.58,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-3.729695071,149,-47.1331692,758,-115.3273916,6078.018215,-912.0042776,0.042362477,0.00200585,-167.0844637,hematopoietic_specific_liquorice_hg38,lung_cancer,3.28,(-681.4881485018702;-269.37044730366483),Significantly weaker coverage drop,-2.76,(0.0641189442851832;0.23128416528139153),Significantly weaker coverage drop,0memhg38noalt,True40
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-15.81623342,149,-82.7517706,758,-155.8047152,6078.02342,-750.9463849,0.096126954,0.003476202,-257.4514914,hematopoietic_specific_liquorice_hg38,lung_cancer,2.32,(-681.4881485018702;-269.37044730366483),Significantly weaker coverage drop,-1.35,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-17.79143572,149,-83.87971051,758,-120.1337853,6078.062128,-732.2224597,0.099667756,0.003132011,-225.2438171,hematopoietic_specific_liquorice_hg38,lung_cancer,2.66,(-681.4881485018702;-269.37044730366483),Significantly weaker coverage drop,-1.26,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-10.05705541,149.9999995,-66.85367282,758,-258.2837649,6078.00645,-737.110125,0.078886575,0.006115595,-337.1018564,hematopoietic_specific_liquorice_hg38,lung_cancer,1.47,(-681.4881485018702;-269.37044730366483),n.s.,-1.81,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-19.51427606,149,-93.13991412,758,-334.4532004,6078.000008,-745.5319305,0.123221716,0.008519011,-450.6677425,hematopoietic_specific_liquorice_hg38,lung_cancer,0.26,(-681.4881485018702;-269.37044730366483),n.s.,-0.64,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-26.12387594,150,-76.99490543,757,-387.2193544,6078.000042,-693.3269805,0.135472068,0.009159902,-494.7161833,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.21,(-681.4881485018702;-269.37044730366483),n.s.,-0.32,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-26.18144948,149,-90.70215237,758,-233.3071927,6078.000003,-774.2183417,0.133150893,0.005464839,-354.8881214,hematopoietic_specific_liquorice_hg38,lung_cancer,1.28,(-681.4881485018702;-269.37044730366483),n.s.,-0.38,(0.0641189442851832;0.23128416528139153),n.s.,0memhg38noalt,True40
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-34.25466945,149,-119.5523019,758,-389.9445634,6078.00735,-737.2997256,0.180231947,0.009953737,-549.8126438,hematopoietic_specific_liquorice_hg38,healthy_control,-0.79,(-681.4881485018702;-269.37044730366483),N/A,0.85,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-30.94084157,149,-84.75307394,758,-276.8751537,6078.050309,-699.6416259,0.14562247,0.006941605,-397.9124308,hematopoietic_specific_liquorice_hg38,healthy_control,0.83,(-681.4881485018702;-269.37044730366483),N/A,-0.05,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-35.55310422,149,-125.3828829,758,-239.3810916,6078.01142,-763.7636798,0.1768946,0.006643856,-406.8010203,hematopoietic_specific_liquorice_hg38,healthy_control,0.73,(-681.4881485018702;-269.37044730366483),N/A,0.77,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-28.48755928,149,-104.3359001,757.0000002,-412.3411774,6078.999993,-705.500477,0.158320347,0.010661936,-550.1568544,hematopoietic_specific_liquorice_hg38,healthy_control,-0.8,(-681.4881485018702;-269.37044730366483),N/A,0.28,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-25.9014331,149,-108.0937201,758,-265.7481012,6078.00868,-849.6485428,0.143683802,0.006700163,-404.5211155,hematopoietic_specific_liquorice_hg38,healthy_control,0.75,(-681.4881485018702;-269.37044730366483),N/A,-0.11,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/True40/summary_across_samples_and_ROIS.csv,-22.64474934,149,-172.1085332,758,-414.9473277,6078.017388,-811.5110109,0.178448675,0.011782365,-614.3921677,hematopoietic_specific_liquorice_hg38,healthy_control,-1.48,(-681.4881485018702;-269.37044730366483),N/A,0.81,(0.0641189442851832;0.23128416528139153),N/A,0memhg38noalt,True40
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-28.05490236,149,-127.954542,758,-408.9336305,6078.003427,-853.2261398,0.169300865,0.010977248,-570.085637,hematopoietic_specific_liquorice_hg38,healthy_control,-0.98,(-676.9642862071934;-290.7781101057302),N/A,0.69,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,17.18357965,150,-91.92458553,757.9999999,-496.949309,6078.024797,-788.4700518,0.035297213,0.011783652,-569.3014971,hematopoietic_specific_liquorice_hg38,healthy_control,-0.97,(-676.9642862071934;-290.7781101057302),N/A,-2.78,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-26.79611228,149,-123.5222944,757.9999999,-376.155017,6078.012507,-708.9497009,0.161446237,0.009941731,-531.4130962,hematopoietic_specific_liquorice_hg38,healthy_control,-0.54,(-676.9642862071934;-290.7781101057302),N/A,0.49,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.70350023,149,-101.6175803,758,-292.7926511,6078.008392,-833.9445207,0.117423331,0.007236205,-414.3556844,hematopoietic_specific_liquorice_hg38,healthy_control,0.79,(-676.9642862071934;-290.7781101057302),N/A,-0.65,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-3.685271663,149,-74.8134441,758,-424.2628072,6078.000027,-659.1231248,0.077089564,0.010394897,-503.5651693,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.22,(-676.9642862071934;-290.7781101057302),n.s.,-1.7,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-16.48621051,149,-101.686599,758,-202.4873802,6078.005799,-751.1852093,0.110950508,0.005351562,-323.9675293,hematopoietic_specific_liquorice_hg38,lung_cancer,1.82,(-676.9642862071934;-290.7781101057302),n.s.,-0.82,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-21.41232484,149,-102.4744026,758,-256.6572596,6078.007171,-822.8263672,0.128110182,0.006332407,-384.5740218,hematopoietic_specific_liquorice_hg38,healthy_control,1.13,(-676.9642862071934;-290.7781101057302),N/A,-0.37,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-28.51944163,149,-101.1778202,758,-233.5286798,6078.024235,-778.4540176,0.144938702,0.005686248,-368.3871807,hematopoietic_specific_liquorice_hg38,healthy_control,1.31,(-676.9642862071934;-290.7781101057302),N/A,0.06,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-13.38078835,149,10.43377424,758,-45.10777267,6078.035201,-827.1169575,0.03329593,-8.09E-04,-50.0138528,hematopoietic_specific_liquorice_hg38,lung_cancer,4.93,(-676.9642862071934;-290.7781101057302),Significantly weaker coverage drop,-2.83,(0.057864530205383194;0.22722235913474015),Significantly weaker coverage drop,0memhg38noalt,TrueDI1230XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-32.33952334,149,-82.79655444,758,-195.9071535,6078.999999,-781.2882371,0.143021188,0.004369847,-316.6768766,hematopoietic_specific_liquorice_hg38,lung_cancer,1.9,(-676.9642862071934;-290.7781101057302),n.s.,0.01,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-29.85495135,149,-123.6647416,757,-242.7897984,6078.007776,-773.926806,0.161043446,0.007204824,-401.8820062,hematopoietic_specific_liquorice_hg38,lung_cancer,0.93,(-676.9642862071934;-290.7781101057302),n.s.,0.48,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-25.97064201,149,-94.95393638,758,-206.1134937,6078.999999,-818.0322208,0.133037075,0.005460814,-331.7707405,hematopoietic_specific_liquorice_hg38,lung_cancer,1.73,(-676.9642862071934;-290.7781101057302),n.s.,-0.25,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-31.33536507,149,-168.3134778,758,-406.3561396,6078,-810.3234843,0.199156301,0.012004873,-612.0378943,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.46,(-676.9642862071934;-290.7781101057302),n.s.,1.47,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-36.73178737,149,-101.282474,758,-237.9049167,6078.000003,-788.3586211,0.167269356,0.006262197,-382.3682437,hematopoietic_specific_liquorice_hg38,lung_cancer,1.15,(-676.9642862071934;-290.7781101057302),n.s.,0.64,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-24.60366125,149,-68.61818408,758,-281.8793685,6078.01593,-778.8540393,0.120491515,0.006646542,-379.2938487,hematopoietic_specific_liquorice_hg38,lung_cancer,1.19,(-676.9642862071934;-290.7781101057302),n.s.,-0.57,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-15.29208483,149.999999,-82.55317522,757.0000007,-64.54989428,6078.026822,-838.8734973,0.088413796,0.001072002,-165.4819124,hematopoietic_specific_liquorice_hg38,lung_cancer,3.62,(-676.9642862071934;-290.7781101057302),Significantly weaker coverage drop,-1.4,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-19.74664046,149,-169.2078934,758,-259.5314168,6078.036365,-828.0240295,0.158961383,0.007975765,-452.8652303,hematopoietic_specific_liquorice_hg38,lung_cancer,0.35,(-676.9642862071934;-290.7781101057302),n.s.,0.43,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-18.32160049,149,-80.98695668,758,-212.3269659,6078,-763.0050633,0.105616145,0.005188893,-315.0301845,hematopoietic_specific_liquorice_hg38,lung_cancer,1.92,(-676.9642862071934;-290.7781101057302),n.s.,-0.96,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-9.7311708,149,-147.7527849,758,-201.5583589,6078.010859,-766.0402237,0.117048189,0.006455148,-361.712345,hematopoietic_specific_liquorice_hg38,lung_cancer,1.39,(-676.9642862071934;-290.7781101057302),n.s.,-0.66,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-1.315204929,149,-43.30267492,758,-134.8979715,6078.01147,-898.4558761,0.035166302,0.002688635,-179.9736029,hematopoietic_specific_liquorice_hg38,lung_cancer,3.45,(-676.9642862071934;-290.7781101057302),Significantly weaker coverage drop,-2.78,(0.057864530205383194;0.22722235913474015),Significantly weaker coverage drop,0memhg38noalt,TrueDI1230XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-13.63918033,149,-76.77727484,758,-187.1916995,6078.025797,-747.2494695,0.089213676,0.004285066,-280.255128,hematopoietic_specific_liquorice_hg38,lung_cancer,2.31,(-676.9642862071934;-290.7781101057302),Significantly weaker coverage drop,-1.38,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-15.61006807,149,-85.50741377,758,-104.9557356,6078.074009,-720.895034,0.093687649,0.002614113,-209.2006273,hematopoietic_specific_liquorice_hg38,lung_cancer,3.12,(-676.9642862071934;-290.7781101057302),Significantly weaker coverage drop,-1.27,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-10.29181182,150,-58.59143512,758,-271.9445935,6078.010167,-738.3501255,0.076059091,0.006543995,-342.6809293,hematopoietic_specific_liquorice_hg38,lung_cancer,1.6,(-676.9642862071934;-290.7781101057302),n.s.,-1.72,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-17.53552846,150,-91.65381091,758,-357.3170137,6078.00618,-744.4620278,0.118329224,0.009022739,-469.7045879,hematopoietic_specific_liquorice_hg38,lung_cancer,0.16,(-676.9642862071934;-290.7781101057302),n.s.,-0.63,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-24.84053607,150,-72.99307151,757.0000001,-411.7687032,6078.006672,-700.9070372,0.131561212,0.01008409,-513.715522,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.34,(-676.9642862071934;-290.7781101057302),n.s.,-0.28,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-21.96338632,149,-88.03988295,757.0005823,-251.3031073,6078.999998,-774.2233884,0.121695661,0.006160361,-365.2986109,hematopoietic_specific_liquorice_hg38,lung_cancer,1.35,(-676.9642862071934;-290.7781101057302),n.s.,-0.54,(0.057864530205383194;0.22722235913474015),n.s.,0memhg38noalt,TrueDI1230XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-32.35647454,149,-120.5707898,758,-386.8985602,6078.022507,-734.9003873,0.175485641,0.010084726,-545.6010851,hematopoietic_specific_liquorice_hg38,healthy_control,-0.7,(-676.9642862071934;-290.7781101057302),N/A,0.85,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-26.3963752,149,-91.25875759,758,-317.9772381,6078.024716,-702.653523,0.139576707,0.007892708,-440.2758581,hematopoietic_specific_liquorice_hg38,healthy_control,0.5,(-676.9642862071934;-290.7781101057302),N/A,-0.08,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-32.39714417,149,-129.713048,758,-237.190612,6078.024917,-752.6548622,0.170579821,0.00678909,-405.3306327,hematopoietic_specific_liquorice_hg38,healthy_control,0.89,(-676.9642862071934;-290.7781101057302),N/A,0.73,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/0memhg38noalt/TrueDI1230XA/summary_across_samples_and_ROIS.csv,-27.42870567,149,-109.1544126,757.0000017,-411.5824525,6078.99999,-701.0196911,0.157974888,0.010872233,-553.0366147,hematopoietic_specific_liquorice_hg38,healthy_control,-0.79,(-676.9642862071934;-290.7781101057302),N/A,0.4,(0.057864530205383194;0.22722235913474015),N/A,0memhg38noalt,TrueDI1230XA
